source,policy,true_class,decision,error,tau,Nweak,Nstrong,unlocked,cap_hit
mock fallback — NOT REPORTABLE,oracle,6,6,0,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,9,0,9,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,9,0,9,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,28,0,28,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,6,0,6,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,5,0,5,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,29,0,29,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,12,0,12,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,48,0,48,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,43,0,43,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,8,0,8,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,5,0,5,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,4,0,4,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,25,0,25,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,7,0,7,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,2,0,2,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,5,0,5,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,17,0,17,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,44,0,44,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,12,0,12,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,29,0,29,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,6,0,6,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,24,0,24,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,35,0,35,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,42,0,42,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,7,0,7,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,72,0,72,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,24,0,24,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,5,0,5,1,0
mock fallback — NOT REPORTABLE,oracle,6,5,1,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,13,0,13,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,6,0,6,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,12,0,12,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,9,0,9,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,5,0,5,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,29,0,29,1,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,107,107,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,87,87,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,21,21,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,30,30,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,158,158,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,60,60,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,52,52,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,56,56,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,35,35,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,79,79,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,38,38,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,209,209,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,40,40,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,90,90,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,102,102,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,67,67,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,65,65,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,39,39,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,251,251,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,50,50,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,163,163,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,51,51,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,116,116,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,54,54,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,73,73,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,98,98,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,58,58,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,152,152,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,186,186,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,165,165,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,177,177,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,92,92,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,94,94,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,37,37,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,175,175,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,42,42,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,55,55,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,98,98,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,74,74,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,135,135,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,96,96,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,82,82,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,143,143,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,81,81,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,106,106,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,38,38,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,25,25,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,51,51,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,49,49,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,31,31,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,63,63,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,56,56,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,148,148,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,35,35,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,30,30,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,61,61,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,21,21,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,32,32,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,80,80,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,58,58,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,126,126,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,73,73,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,71,71,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,153,153,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,85,85,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,100,100,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,1,2,1,50,50,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,141,141,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,105,105,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,83,83,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,96,96,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,27,27,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,70,70,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,156,156,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,27,27,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,277,277,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,63,63,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,57,57,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,93,93,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,24,24,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,64,64,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,91,91,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,61,61,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,20,20,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,37,37,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,79,79,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,65,65,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,40,40,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,40,40,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,57,57,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,51,51,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,44,44,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,141,141,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,120,120,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,81,81,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,50,50,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,72,72,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,35,35,0,0,0
mock fallback — NOT REPORTABLE,weak_only,1,2,1,33,33,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,216,216,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,6,1,77,77,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,42,42,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,70,70,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,255,255,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,58,58,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,2,5,1,295,295,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,112,112,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,200,200,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,107,107,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,127,127,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,31,31,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,45,45,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,262,262,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,2,5,1,71,71,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,118,118,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,128,128,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,145,145,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,32,32,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,133,133,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,190,190,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,94,94,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,115,115,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,235,235,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,51,51,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,118,118,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,79,79,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,217,217,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,148,148,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,213,213,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,100,100,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,129,129,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,87,87,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,132,132,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,195,195,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,143,143,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,133,133,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,288,288,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,76,76,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,161,161,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,252,252,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,2,2,0,48,48,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,49,49,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,178,178,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,37,37,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,175,175,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,209,209,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,158,158,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,85,85,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,2,5,1,140,140,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,127,127,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,257,257,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,108,108,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,153,153,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,287,287,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,6,1,231,231,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,181,181,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,157,157,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,194,194,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,2,2,0,64,64,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,74,74,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,294,294,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,2,5,1,231,231,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,227,227,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,144,144,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,2,2,0,191,191,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,20,20,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,117,117,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,252,252,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,58,58,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,43,43,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,183,183,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,2,2,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,2,2,0,16,16,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,104,104,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,106,106,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,187,187,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,69,69,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,139,139,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,2,2,0,240,240,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,219,219,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,76,76,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,219,219,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,2,5,1,61,61,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,271,271,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,127,127,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,87,87,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,251,251,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,2,0,112,112,0,0,0
mock fallback — NOT REPORTABLE,weak_only,2,5,1,116,116,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,67,67,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,170,170,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,183,183,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,238,238,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,3,0,48,48,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,163,163,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,1,1,60,60,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,101,101,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,164,164,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,286,286,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,148,148,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,1,1,53,53,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,112,112,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,35,35,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,128,128,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,5,1,121,121,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,1,1,237,237,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,146,146,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,111,111,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,3,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,5,1,170,170,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,62,62,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,88,88,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,1,1,72,72,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,48,48,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,264,264,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,3,0,218,218,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,116,116,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,1,1,192,192,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,90,90,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,57,57,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,297,297,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,1,1,36,36,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,3,0,119,119,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,1,1,160,160,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,107,107,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,1,1,45,45,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,287,287,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,204,204,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,264,264,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,1,1,201,201,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,236,236,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,92,92,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,139,139,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,62,62,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,204,204,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,131,131,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,30,30,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,183,183,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,80,80,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,163,163,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,76,76,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,1,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,3,0,247,247,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,129,129,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,85,85,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,5,1,204,204,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,256,256,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,63,63,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,168,168,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,63,63,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,110,110,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,153,153,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,70,70,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,185,185,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,210,210,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,5,1,96,96,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,117,117,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,1,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,5,1,256,256,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,194,194,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,120,120,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,91,91,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,83,83,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,144,144,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,64,64,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,114,114,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,97,97,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,87,87,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,3,0,234,234,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,53,53,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,97,97,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,3,5,1,100,100,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,74,74,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,3,0,218,218,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,145,145,0,0,0
mock fallback — NOT REPORTABLE,weak_only,3,5,1,31,31,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,203,203,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,131,131,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,186,186,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,112,112,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,95,95,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,111,111,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,150,150,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,98,98,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,300,300,0,0,1
mock fallback — NOT REPORTABLE,weak_only,4,5,1,146,146,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,4,0,203,203,0,0,0
mock fallback — NOT REPORTABLE,weak_only,4,5,1,113,113,0,0,0
